priority,score,countries,document_date,document_type,document_no,document_title,source_series,local_identifier,folder_title,folder_naid,page_start,page_end,extraction,themes,review_reason,ocr_snippet,access_restriction,source_note,page_link,pdf_url,catalog_url
Medium,60,Brazil,"February 9, 1989",Memorandum,,Suggested Reply to Letter from President Sarney,Latin American Directorate Chronological Files,CF00300-006,"February 1, 1989-March 1, 1989 [2]",470766407,73,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",". 8902672 United States Department of State Washington, D.C. 20520 aG7Aa LIMITED OFFIGIAL SE February 9, 1989 MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE, Subject: Suggested Reply to Letter from President Sarney The Department forwards for the consideration of the President a response to Brazilian President Sarney's hand-delivered letter of January 13 seeking financial: assistance. This response originated in the",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-006, February 1, 1989-March 1, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-006.pdf#page=73,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-006.pdf,https://catalog.archives.gov/id/470766407
Medium,60,Chile,"January 23, 1989",Memorandum,,Appointment of Octavio ERRAZURIZ Guilisasti of the,Latin American Directorate Chronological Files,CF00300-004,"January 20, 1989-February 1, 1989 [2]",470766405,6,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",". a, S/S 8901196 003) United States Department of State Washington, D.C. 20520 UNCLASSIFIED (With CON>=DENELAL Attachments); January 23, 1989 MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE SUBJECT: Appointment of Octavio ERRAZURIZ Guilisasti of the Republic of Chile as Ambassador to the United States The Government of the Republic of Chile has inquired whether our Government agrees to the appointment of Octavio Erraz",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-004, January 20, 1989-February 1, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-004.pdf#page=6,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-004.pdf,https://catalog.archives.gov/id/470766405
Medium,60,Chile,"January 23, 1989",Memorandum,,Appointment of Octavio ERRAZURIZ Guilisasti of the,Latin American Affairs Directorate Subject Files,CF00195-005,"Chile - January 20, 1989-December 31, 1989",470766562,73,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","S/S 8901196 0037 United States Department of State Washington, D.C. 20520 UNCLASSIFIED (With CONFIDENTIAL Attachments) January 23, 1989 MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE SUBJECT: Appointment of Octavio ERRAZURIZ Guilisasti of the Republic of Chile as Ambassador to the United States The Government of the Republic of Chile has inquired whether our Government agrees to the appointment of Octavio Erraguriz G",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-005, Chile - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2004-0731-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf#page=73,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf,https://catalog.archives.gov/id/470766562
Medium,60,Argentina,"January 23, 1989",Memorandum of Conversation,,enone elf Conversation Between the President,Latin American Directorate Chronological Files,CF00300-004,"January 20, 1989-February 1, 1989 [2]",470766405,9,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","CONFIDENTIAL Hales | CONELDEND IA NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 ACTION MEMORANDUM FOR BRENT SCOWCROF'T FROM: ROBERT S. fastorNo SUBJECT: enone elf Conversation Between the President and Argentine President Alfonsin Attached at Tab I is a memorandum of the telephone conversation between the President and Argentine President Alfonsin on January 23, 1989. R n ion That you approve the memorandum of con",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-004, January 20, 1989-February 1, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-004.pdf#page=9,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-004.pdf,https://catalog.archives.gov/id/470766405
Medium,60,Argentina,"January 23, 1989",Memorandum of Conversation,,Telephone Call from the President to,Latin American Directorate Chronological Files,CF00300-004,"January 20, 1989-February 1, 1989 [2]",470766405,10,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","6 CENFIBENTAL THE WHITE HOUSE WASHINGTON DECLASSIFIED PER E.O. 12958, AS AMENDED A000 0499 -F WY $8lailoq MEMORANDUM OF CONVERSATION SUBJECT: Telephone Call from the President to President Alfonsin of Argentina PARTICIPANTS; The President Clarke M. Brintnall, NSC (Notetaker) Rita Boren, Department of State (Interpreter) President Raul Alfonsin DATE, TIME: January 23, 1989, 11:21 - 11:25 a.m. AND PLACE: Oval Office ~",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-004, January 20, 1989-February 1, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-004.pdf#page=10,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-004.pdf,https://catalog.archives.gov/id/470766405
Medium,60,Venezuela,"January 24, 1989",Memorandum of Conversation,,Memorandum of Conversation Between the,Latin American Directorate Chronological Files,CF00300-003,"January 20, 1989-February 1, 1989 [1]",470766404,45,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","CONFIDENTIAL SONETDENTTAL. _ 0091 THE WHITE HOUSE WASHINGTON DECLASSIFIED PER E.0. 12958, * AS AMENDED ove-04a4- F a 3/2104 MEMORANDUM OF CONVERSATION SUBJECT: Memorandum of Conversation Between the President and President-Elect Carlos Andres Perez of Venezuela PARTICIPANTS: The President Clarke M. Brintnall, NSC (Notetaker) Rita Boren, Department of State (Interpreter) President-Elect Carlos Andres Perez DATE, TIME",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=45,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404
Medium,60,Venezuela,"January 24, 1989",Memorandum of Conversation,,Memorandum of Conversation Between the,Latin American Affairs Directorate Subject Files,CF00193-019,"Venezuela - January 20, 1989-December 31, 1989 [2]",470766534,137,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","CONFIDENT EAE 0091 THE WHITE HOUSE WASHINGTON DECLASSIFIED PER E.0, 12958, AS AMENDED “OFC9-F QU Jy2I109 MEMORANDUM OF CONVERSATION SUBJECT: Memorandum of Conversation Between the President and President-Elect Carlos Andres Perez of Venezuela PARTICIPANTS: The President Clarke M. Brintnall, NSC (Notetaker) Rita Boren, Department of State (Interpreter) President-Elect Carlos Andres Perez DATE, TIME January 24, 1989, 4",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=137,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534
Medium,60,Venezuela,"January 26, 1989",Memorandum,,Travel to-El Salvador and Venezuela with,Latin American Directorate Chronological Files,CF00300-003,"January 20, 1989-February 1, 1989 [1]",470766404,41,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 119 January 26, 1989 INF TION MEMORANDUM FOR ROBERT M. PERITO \ «oD FROM: ROBERT Ss: PASTORINO SUBJECT: Travel to-El Salvador and Venezuela with Vice President Quayle week of January 30, 1989 I will be traveling to El Salvador and Venezuela with the Vice President. The traveling expenses for this trip will be paid for by the Vice President’s office. cc: Carol Paquette",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=41,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404
Medium,60,Chile,"January 6, 1990",Memorandum,,Presidential Delegation to the Chilean Presidential,Latin American Affairs Directorate Subject Files,CF00195-005,"Chile - January 20, 1989-December 31, 1989",470766562,3,,ocr-document-start,"democracy; presidential diplomacy; regional policy","memorandum form; Presidential or NSC principals; democracy, presidential diplomacy, regional policy; document text visible in OCR","8/S 9000330 United States Department of State Washington, D.C. 20520 OLY 7 January 6, 1990 CONEERENT Ar W/CONEEDENETie/NOFORN ATTACHMENT MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE SUBJECT: Presidential Delegation to the Chilean Presidential Inauguration, March 11, 1990 The Department recommends that a high level delegation be sent to the March 11, 1990 inauguration of Chilean President-elect Patricio Aylwin to re",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-005, Chile - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2004-0731-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf#page=3,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf,https://catalog.archives.gov/id/470766562
Medium,60,Bolivia,"July 10, 1989",Memorandum,,Message to President Paz Regarding $100 Million,Latin American Directorate Chronological Files,CF00302-002,"July 1, 1989-July 15, 1989 [2]",470766439,79,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","cummnees CONFIDENTIAL— 5397 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 July 10, 1989 = RN MEMORANDUM FOR G. PHILIP HUGHES wy THROUGH: EVERETT ELLIS ariccs 5 FROM: WILLIAM T. PRYCE!} SUBJECT: Message to President Paz Regarding $100 Million Bridge Loan At Bob Gates request, I informed Assistant Secretary of Treasury for International Affairs Dallara on the morning of July 8 that the President wanted the proposed",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-002, July 1, 1989-July 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-002.pdf#page=79,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-002.pdf,https://catalog.archives.gov/id/470766439
Medium,60,Bolivia,"July 10, 1989",Memorandum,,Message to President Paz Regarding $100 Million,Latin American Affairs Directorate Subject Files,CF00189-012,"Bolivia - January 20, 1989-December 31, 1989",470766485,68,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 July 10, 1989 ACTION MEMORANDUM FOR G. PHILIP HUGHES DA THROUGH: EVERETT ELLIS BRIGGS - FROM: WILLIAM T, PRYCE*; 4! i SUBJECT: Message to President Paz Regarding $100 Million Bridge Loan At Bob Gates request, I informed Assistant Secretary of Treasury for International Affairs Dallara on the morning of July 8 that the President wanted the proposed bridge loan to Bolivi",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-012, Bolivia - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-012.pdf#page=68,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-012.pdf,https://catalog.archives.gov/id/470766485
Medium,60,"Peru; Venezuela","July 11, 1989",Memorandum,,Alerting NSCS on Presidential,Latin American Affairs Directorate Subject Files,CF00193-003,"Peru - January 20, 1989-December 31, 1989",470766518,30,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","S/S 8915468 United States Department of State Washington, D.C. 20520 July 11, 1989 MEMORANDUM FOR: Mr. Philip Hughes Executive Secretary National Security Council Staff The White House SUBJECT: Alerting NSCS on Presidential Correspondence Enclosed. is the original of_a letter to President Bush from Peruvian President Alan Garcia Perez which is transmitted for your information. This correspondence was received in the",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-003, Peru - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2001-0010-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-003.pdf#page=30,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-003.pdf,https://catalog.archives.gov/id/470766518
