sort_date,display_date,volume_date_scope,countries,primary_chapter_country,record_class,document_type,title,subject_or_context,priority_or_status,score,page_count_or_range,source_collection,source_series,source_folder_or_title,local_identifier,naid_or_folder_naid,source_note,provenance_note,review_note,pdf_url,catalog_or_details_url,page_link,record_id
1989-11-01,11/1/1989,Volume date range,Venezuela,Venezuela,Daily diary/backup reference,Presidential Daily Diary,[Presidential Daily Diary] 11/1/1989,Matched memcon/telcon date,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Diary] 11/1/1989,12810-001,415890168,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/1/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_01_89-12810-001_415890168.pdf,https://catalog.archives.gov/id/415890168,,daily-diary-415890168
1989-11-01,1989-11-01,Volume date range,Venezuela,Venezuela,Declassified memcon/telcon,Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with Venezuelan President Carlos Andres Perez, November 1, 1989",Full,,4,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989",[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989,428080319,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 11/1/1989; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080319. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with Venezuelan President Carlos Andres Perez, November 1, 1989, NAID 428080319. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989, NAID 325592638. Digital object: 1989-11-01--Perez.pdf, object ID 428080320, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf. Access restriction: Unrestricted.","Verified declassified private record; compare with same-date diary/backup and nearby print leads before final selection.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf,https://catalog.archives.gov/id/428080319,,bush-library-428080319
1989-11-01,"November 1, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum of Telephone Conversation,Memorandum of Telephone Conversation with,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,91,George H.W. Bush Library,Latin American Directorate Chronological Files,"November 1, 1989-November 15, 1989 [2]",CF00303-010,470766467,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf,https://catalog.archives.gov/id/470766467,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=91,chronological-print-470766467-91-memorandum-of-telephone-conversation
1989-11-01,"November 1, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum of Telephone Conversation,Telephone Conversation with Venezuelan,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,92,George H.W. Bush Library,Latin American Directorate Chronological Files,"November 1, 1989-November 15, 1989 [2]",CF00303-010,470766467,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf,https://catalog.archives.gov/id/470766467,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=92,chronological-print-470766467-92-memorandum-of-telephone-conversation
1989-11-01,"November 1, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum of Telephone Conversation,Telephone Conversation with Venezuelan,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,16,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [1]",CF00193-018,470766533,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=16,subject-print-470766533-16-memorandum-of-telephone-conversation
1989-11-02,11/2/1989,Volume date range,"Brazil; Colombia",Brazil,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 11/2/1989,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 11/2/1989,12810-004,415890171,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 11/2/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_02_89-12810-004_415890171.pdf,https://catalog.archives.gov/id/415890171,,daily-diary-415890171
1989-11-02,11/2/89,Volume date range,Chile,Chile,Print-candidate lead,Memorandum,From WHSR to Pryce Re: Chile-U.S.,"memorandum form; identified on withdrawal sheet",Reference,40,21,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Chile - January 20, 1989-December 31, 1989",CF00195-005,470766562,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-005, Chile - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2004-0731-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf,https://catalog.archives.gov/id/470766562,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf#page=21,subject-print-470766562-21-06
1989-11-03,"November 3, 1989",Volume date range,Chile,Chile,Print-candidate lead,Memorandum,PCC Meeting on Chile,"memorandum form; Presidential or NSC principals; debt and economy, presidential diplomacy; document text visible in OCR",High,72,12,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Chile - January 20, 1989-December 31, 1989",CF00195-005,470766562,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-005, Chile - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2004-0731-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf,https://catalog.archives.gov/id/470766562,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf#page=12,subject-print-470766562-12-memorandum
1989-11-03,11/3/1989,Volume date range,Ecuador,Ecuador,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 11/3/1989,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 11/3/1989,12810-006,415890173,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 11/3/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_03_89-12810-006_415890173.pdf,https://catalog.archives.gov/id/415890173,,daily-diary-415890173
1989-11-03,"November 3, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum of Telephone Conversation,Memorandum of Telephone Conversation with,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,65,George H.W. Bush Library,Latin American Directorate Chronological Files,"November 1, 1989-November 15, 1989 [2]",CF00303-010,470766467,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf,https://catalog.archives.gov/id/470766467,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=65,chronological-print-470766467-65-memorandum-of-telephone-conversation
1989-11-03,"November 3, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum of Telephone Conversation,Memorandum of Telephone Conversation with,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,18,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [1]",CF00193-018,470766533,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=18,subject-print-470766533-18-memorandum-of-telephone-conversation
1989-11-06,"November 6, 1989",Volume date range,Brazil,Brazil,Print-candidate lead,Memorandum,Letter to Brazilian State Representative,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,42,George H.W. Bush Library,Latin American Directorate Chronological Files,"November 1, 1989-November 15, 1989 [2]",CF00303-010,470766467,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf,https://catalog.archives.gov/id/470766467,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=42,chronological-print-470766467-42-memorandum
1989-11-06,"November 6, 1989",Volume date range,Brazil,Brazil,Print-candidate lead,Memorandum,Letter to Brazilian State Representative,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,47,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [1]",CF00189-013,470766486,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf,https://catalog.archives.gov/id/470766486,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=47,subject-print-470766486-47-memorandum
