queue_order,action_type,urgency,country,country_risk_score,private_record_count,high_priority_print_candidates,date,document_type,title,source_series,source_folder,priority,score,release_or_access_status,page_count_or_range,evidence,recommended_action,source_note,pdf_url,catalog_url
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"May 23, 1989",Memorandum,Appointment request for Ambassador to Argentina,Latin American Directorate Chronological Files,"May 16, 1989-May 30, 1989 [1]",High,72,Restricted - Possibly,41,"memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-013, May 16, 1989-May 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-013.pdf,https://catalog.archives.gov/id/470766430
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"May 23, 1989",Memorandum,Appointment request for Ambassador to Argentina,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [4]",High,72,Restricted - Possibly,20,"memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"May 3, 1989",Memorandum,PCC Meeting on Managing Issues and Relations:,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [4]",High,72,Restricted - Possibly,23,"memorandum form; Presidential or NSC principals; debt and economy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"May 30, 1989",Memorandum,U.S. Ambassador to Argentina Requests Appointment,Latin American Directorate Chronological Files,"May 16, 1989-May 30, 1989 [1]",High,72,Restricted - Possibly,40,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-013, May 16, 1989-May 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-013.pdf,https://catalog.archives.gov/id/470766430
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"May 30, 1989",Memorandum,U.S. Ambassador to Argentina Requests Appointment,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [4]",High,72,Restricted - Possibly,19,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"May 8, 1989",Memorandum,PCC Meeting on Argentina,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [4]",High,90,Restricted - Possibly,31,"memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"November 14, 1989",Memorandum,Secretary Cheney’s European Trip Report,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [1]",High,72,Restricted - Possibly,60,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-005, Argentina - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-005.pdf,https://catalog.archives.gov/id/470766478
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"October 19, 1989",Memorandum,Request for Appointment,Latin American Directorate Chronological Files,"October 16, 1989-October 31, 1989 [4]",High,78,Restricted - Possibly,35,"memorandum form; Presidential or NSC principals; presidential diplomacy, panama spillover; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-007, October 16, 1989-October 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-007.pdf,https://catalog.archives.gov/id/470766464
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"September 13, 1989",Memorandum,PCC Meeting on Argentina,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [2]",High,72,Restricted - Possibly,52,"memorandum form; Presidential or NSC principals; debt and economy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf,https://catalog.archives.gov/id/470766479
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"September 20, 1989",Memorandum,Argentina's Failure to Provide Adequate Protection of,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [2]",High,72,Restricted - Possibly,69,"memorandum form; Presidential or NSC principals; debt and economy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf,https://catalog.archives.gov/id/470766479
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"September 20, 1989",Memorandum,"Request of Alberto Kohan, Chief of Staff to",Latin American Directorate Chronological Files,"September 16, 1989-September 30, 1989 [3]",High,72,Restricted - Possibly,79,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf,https://catalog.archives.gov/id/470766456
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"September 20, 1989",Memorandum,"Request of Alberto Kohan, Chief of Staff to",Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [2]",High,72,Restricted - Possibly,11,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf,https://catalog.archives.gov/id/470766479
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"September 25, 1989",Memorandum,Briefing Materials for the President's Meeting with,Latin American Directorate Chronological Files,"September 16, 1989-September 30, 1989 [3]",High,72,Restricted - Possibly,33,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf,https://catalog.archives.gov/id/470766456
4274,High-priority print candidate,Monitor,Argentina,26,31,87,"September 25, 1989",Memorandum,Briefing Materials for the President's Meeting with,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [2]",High,72,Restricted - Possibly,42,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf,https://catalog.archives.gov/id/470766479
