ledger_rank,review_priority,country_risk_level,country_risk_score,source_family,repository,record_group_or_collection,series,subseries_or_file_group,folder_title,folder_or_file_id,folder_naid,parent_collection_naid,evidence_classes,countries,years,date_span,verified_private_record_count,duplicate_private_source_count,print_candidate_count,high_priority_print_candidate_count,daily_diary_backup_reference_count,total_evidence_rows,verified_private_page_total,duplicate_source_page_total,print_candidate_page_starts,access_or_release_statuses,foia_numbers,source_note_statuses,sample_private_records,sample_duplicate_private_sources,sample_print_candidates,sample_diary_backup_references,recommended_compiler_use,catalog_url,pdf_url,parent_collection_url,source_notes,provenance_trail
714,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/2/1990,12843-023,415890962,186322,Daily diary/backup reference,"Argentina; Brazil; Chile; Uruguay; Venezuela",1990,1990-12-02,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-12-02 - [Presidential Daily Diary] 12/2/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890962,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_02_90-12843-023_415890962.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/2/1990. Access restriction: Restricted - Possibly.","12843-023; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
715,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/20/1989 [EMPTY],12813-021,415890266,186322,Daily diary/backup reference,"Argentina; Colombia; Venezuela",1989,1989-12-20,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-12-20 - [Presidential Daily Diary] 12/20/1989 [EMPTY],"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890266,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-12_20_89-12813-021_415890266.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/20/1989 [EMPTY]. Access restriction: Restricted - Possibly.","12813-021; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
716,Reference,Critical,90,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/20/1990,12845-013,415890998,186322,Daily diary/backup reference,Suriname,1990,1990-12-20,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-12-20 - [Presidential Daily Diary] 12/20/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890998,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_20_90-12845-013_415890998.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/20/1990. Access restriction: Restricted - Possibly.","12845-013; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
717,Reference,Monitor,28,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/3/1990 [EMPTY],12843-025,415890964,186322,Daily diary/backup reference,Brazil,1990,1990-12-03,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-12-03 - [Presidential Daily Diary] 12/3/1990 [EMPTY],"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890964,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_03_90-12843-025_415890964.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/3/1990 [EMPTY]. Access restriction: Restricted - Possibly.","12843-025; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
718,Reference,Medium,32,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/4/1990 [EMPTY],12843-027,415890966,186322,Daily diary/backup reference,Uruguay,1990,1990-12-04,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-12-04 - [Presidential Daily Diary] 12/4/1990 [EMPTY],"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890966,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_04_90-12843-027_415890966.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/4/1990 [EMPTY]. Access restriction: Restricted - Possibly.","12843-027; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
719,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/5/1990 [EMPTY],12844-001,415890968,186322,Daily diary/backup reference,Argentina,1990,1990-12-05,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-12-05 - [Presidential Daily Diary] 12/5/1990 [EMPTY],"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890968,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_05_90-12844-001_415890968.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/5/1990 [EMPTY]. Access restriction: Restricted - Possibly.","12844-001; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
720,Reference,Monitor,18,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/8/1990 [EMPTY],12844-007,415890974,186322,Daily diary/backup reference,Venezuela,1990,1990-12-08,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-12-08 - [Presidential Daily Diary] 12/8/1990 [EMPTY],"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890974,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_08_90-12844-007_415890974.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/8/1990 [EMPTY]. Access restriction: Restricted - Possibly.","12844-007; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
721,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 2/15/1990,12818-009,415890380,186322,Daily diary/backup reference,"Bolivia; Colombia; Peru",1990,1990-02-15,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-02-15 - [Presidential Daily Diary] 2/15/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890380,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-02_15_90-12818-009_415890380.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/15/1990. Access restriction: Restricted - Possibly.","12818-009; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
722,Reference,Monitor,28,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 2/19/1991,12849-009,415891120,186322,Daily diary/backup reference,Brazil,1991,1991-02-19,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-02-19 - [Presidential Daily Diary] 2/19/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891120,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/56/1863/186356/content/arcmedia/media/images/40/22/40-2184a.gif,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/19/1991. Access restriction: Restricted - Possibly.","12849-009; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
723,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 2/20/1992,12881-018,415891858,186322,Daily diary/backup reference,Argentina,1992,1992-02-20,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-02-20 - [Presidential Daily Diary] 2/20/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891858,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_20_92-12881-018_415891858.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/20/1992. Access restriction: Restricted - Possibly.","12881-018; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
724,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 2/21/1990,12818-021,415890392,186322,Daily diary/backup reference,Chile,1990,1990-02-21,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-02-21 - [Presidential Daily Diary] 2/21/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890392,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-02_21_90-12818-021_415890392.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/21/1990. Access restriction: Restricted - Possibly.","12818-021; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
725,Reference,Monitor,28,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 2/25/1989 [EMPTY],12791-017,415889670,186322,Daily diary/backup reference,Brazil,1989,1989-02-25,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-02-25 - [Presidential Daily Diary] 2/25/1989 [EMPTY],"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415889670,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-02_25_89-12791-017_415889670.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/25/1989 [EMPTY]. Access restriction: Restricted - Possibly.","12791-017; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
