source_note_status,source_note_review_flags,compiler_action,record_class,primary_chapter_country,countries,sort_date,display_date,volume_date_scope,document_type,title,source_note_model,source_note,provenance_note,repository,record_group_or_collection,office_or_collection,series,subseries_or_file_group,oa_or_local_identifier,folder_or_source_title,record_naid,series_or_folder_naid,page_count_or_range,release_or_access_status,foia_or_processing,pdf_url,catalog_or_details_url,page_link,record_id
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-02,"October 2, 1989",Volume date range,Memorandum of Conversation,Memorandum of Conversation with Reinaldo,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-002, October 1, 1989-October 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-002,"October 1, 1989-October 15, 1989 [2]",,470766459,40,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-002.pdf,https://catalog.archives.gov/id/470766459,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-002.pdf#page=40,chronological-print-470766459-40-memorandum-of-conversation
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-02,10/02/89,Volume date range,Memcon,"Memorandum: of Conversation, Re: Meeting with Reinaldo:",FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,31,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=31,subject-print-470766533-31-07
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-02,10/2/89,Volume date range,Memcon,"Venezuela Meeting with Reinaldo Figueredo, Foreign Minister of",FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-008, October 16, 1989-October 31, 1989 [5]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-008,"October 16, 1989-October 31, 1989 [5]",,470766465,83,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-008.pdf,https://catalog.archives.gov/id/470766465,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-008.pdf#page=83,chronological-print-470766465-83-05
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-13,"October 13, 1989",Volume date range,Memorandum,S/S 8920284,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,48,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=48,subject-print-470766533-48-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-16,"October 16, 1989",Volume date range,Memorandum of Conversation,Memorandum of Conversation with Reinaldo,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,32,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=32,subject-print-470766533-32-memorandum-of-conversation
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-19,"October 19, 1989",Volume date range,Memorandum of Conversation,Memorandum of Conversation between General,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,30,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=30,subject-print-470766533-30-memorandum-of-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-23,"October 23, 1989",Volume date range,Memorandum of Conversation,Memorandum of Conversation with Venezuelan,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-006, October 16, 1989-October 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-006,"October 16, 1989-October 31, 1989 [3]",,470766463,5,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-006.pdf,https://catalog.archives.gov/id/470766463,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-006.pdf#page=5,chronological-print-470766463-5-memorandum-of-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-23,"October 23, 1989",Volume date range,Memorandum of Conversation,Memorandum of Conversation with Venezuelan,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,29,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=29,subject-print-470766533-29-memorandum-of-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-23,"October 23, 1989",Volume date range,Memorandum,President Perez' Letter to President Bush,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,47,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=47,subject-print-470766533-47-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-23,"October 23, 1989",Volume date range,Memorandum,Request that Mrs. Bush Meet with Asociacion de,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-006, October 16, 1989-October 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-006,"October 16, 1989-October 31, 1989 [3]",,470766463,11,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-006.pdf,https://catalog.archives.gov/id/470766463,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-006.pdf#page=11,chronological-print-470766463-11-memorandum
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-27,"October 27, 1989",Volume date range,Memorandum of Conversation,Memorandum of Conversation with Venezuelan,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,24,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=24,subject-print-470766533-24-memorandum-of-conversation
FRUS-style ready,,Source note is ready for compiler review with provenance retained separately.,Declassified memcon/telcon,Venezuela,Venezuela,1989-11-01,1989-11-01,Volume date range,Telcon,Memorandum of Telephone Conversation,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 11/1/1989; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080319. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with Venezuelan President Carlos Andres Perez, November 1, 1989, NAID 428080319. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989, NAID 325592638. Digital object: 1989-11-01--Perez.pdf, object ID 428080320, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf. Access restriction: Unrestricted.",George H.W. Bush Library,Bush Presidential Records,National Security Council,Presidential Telcon Files,,[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989,[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989,428080319,325592638,4,Full,,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf,https://catalog.archives.gov/id/428080319,,bush-library-428080319
