person_name,description,included_reasons,authority_name_collision_count,authority_name_collisions,match_caution,has_site_evidence,site_evidence_total,verified_participant_record_count,print_candidate_mention_count,public_statement_mention_count,daily_diary_reference_mention_count,countries,first_verified_record_date,latest_verified_record_date,verified_record_titles,print_candidate_mentions,public_statement_mentions,daily_diary_reference_mentions,name_variants_used,source_entry,person_id
"Teitelbaum, Donald G.","Political Counselor, U.S. Embassy in Georgetown [1989-1990]; Middle America-Caribbean Division, Office of Analysis for Inter-American Republics, Bureau of Intelligence and Research, Department of State [1990, 1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"donald g teitelbaum; donald teitelbaum; teitelbaum donald g","Teitelbaum, Donald G., Political Counselor, U.S. Embassy in Georgetown [1989-1990]; Middle America-Caribbean Division, Office of Analysis for Inter-American Republics, Bureau of Intelligence and Research, Department of State [1990, 1991]",teitelbaum-donald-g
"Thomas, Michael D.","acting Public Affairs Officer, U.S. Embassy in Georgetown [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"michael d thomas; michael thomas; thomas michael d","Thomas, Michael D., acting Public Affairs Officer, U.S. Embassy in Georgetown [1992]",thomas-michael-d
"Tobias, Barbara J.","Science Attache, U.S. Embassy in Brasilia [1989-1992]; Director, Office of Defense Relations and Security Assistance, Bureau of Politico-Military Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"barbara j tobias; barbara tobias; tobias barbara j","Tobias, Barbara J., Science Attache, U.S. Embassy in Brasilia [1989-1992]; Director, Office of Defense Relations and Security Assistance, Bureau of Politico-Military Affairs, Department of State [1992]",tobias-barbara-j
"Todman, Terence A.","U.S. Ambassador to Denmark until January 8, 1989; U.S. Ambassador to Argentina from June 13, 1989","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,4,0,3,1,0,Argentina,,,,"May 23, 1989 - High - Appointment request for Ambassador to Argentina; May 23, 1989 - High - Appointment request for Ambassador to Argentina; September 6, 1989 - High - ‘ Request for an Appointmeht for U.S. Ambassador",1989-03-17 - Nomination of Terence A. Todman To Be United States Ambassador to Argentina,,"terence a todman; terence todman; todman terence a","Todman, Terence A., U.S. Ambassador to Denmark until January 8, 1989; U.S. Ambassador to Argentina from June 13, 1989",todman-terence-a
"Towell, Timothy L.","U.S. Ambassador to Paraguay until April 27, 1991","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,1,0,1,0,0,Paraguay,,,,"November 8, 1989 - High - Meeting with the President",,,"timothy l towell; timothy towell; towell timothy l","Towell, Timothy L., U.S. Ambassador to Paraguay until April 27, 1991",towell-timothy-l
"Tracy, Laurie","Labor Attache, U.S. Embassy in Quito [1989-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"laurie tracy; tracy laurie","Tracy, Laurie, Labor Attache, U.S. Embassy in Quito [1989-1992]",tracy-laurie
"Trezise, Arthur","Commercial Counselor, U.S. Embassy in Bogota [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"arthur trezise; trezise arthur","Trezise, Arthur, Commercial Counselor, U.S. Embassy in Bogota [1990-1992]",trezise-arthur
"Tull, Theresa A.","U.S. Ambassador to Guyana until July 10, 1990; Director, Office of Regional Affairs, Bureau of East Asian and Pacific Affairs, Department of State [1992]","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,2,0,2,0,0,Guyana,,,,"June 19, 1989 - High - The President’s Meeting with President; June 19, 1989 - High - The President’s Meeting with President |",,,"theresa a tull; theresa tull; tull theresa a","Tull, Theresa A., U.S. Ambassador to Guyana until July 10, 1990; Director, Office of Regional Affairs, Bureau of East Asian and Pacific Affairs, Department of State [1992]",tull-theresa-a
"Tumminia, Frank","Deputy Chief of Mission, U.S. Embassy in Paramaribo [1989]; Consul General, U.S. Consulate at Genoa [1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"frank tumminia; tumminia frank","Tumminia, Frank, Deputy Chief of Mission, U.S. Embassy in Paramaribo [1989]; Consul General, U.S. Consulate at Genoa [1990]",tumminia-frank
"Uribe, Ernesto","Public Affairs Officer, U.S. Embassy in Santo Domingo [1989]; Public Affairs Officer, U.S. Embassy in Buenos Aires [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"ernesto uribe; uribe ernesto","Uribe, Ernesto, Public Affairs Officer, U.S. Embassy in Santo Domingo [1989]; Public Affairs Officer, U.S. Embassy in Buenos Aires [1991, 1992]",uribe-ernesto
"Villalobos, Ricardo","Commercial Counselor, U.S. Embassy in Santiago [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"ricardo villalobos; villalobos ricardo","Villalobos, Ricardo, Commercial Counselor, U.S. Embassy in Santiago [1990-1992]",villalobos-ricardo
"Wagner, David P.","Public Affairs Officer, U.S. Embassy in Montevideo [1989, 1990]; Branch Public Affairs Officer, U.S. Consulate at Rio de Janeiro [1990, 1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"david p wagner; david wagner; wagner david p","Wagner, David P., Public Affairs Officer, U.S. Embassy in Montevideo [1989, 1990]; Branch Public Affairs Officer, U.S. Consulate at Rio de Janeiro [1990, 1991]",wagner-david-p
"Walsh, James D.","Consul General, U.S. Consulate at Halifax [1989]; Political Counselor, U.S. Embassy in Buenos Aires [1989-1991]; Deputy Chief of Mission, U.S. Embassy in Buenos Aires [1992]",South America country or capital in name authority entry,1,"Walsh, James P.","Potential abbreviated-name collision; inspect mention rows before attribution.",no,0,0,0,0,0,,,,,,,,"james d walsh; james walsh; walsh james d","Walsh, James D., Consul General, U.S. Consulate at Halifax [1989]; Political Counselor, U.S. Embassy in Buenos Aires [1989-1991]; Deputy Chief of Mission, U.S. Embassy in Buenos Aires [1992]",walsh-james-d
"Walsh, James P.","Consul, U.S. Embassy in Montevideo [1989, 1990]; Office of Field Support Liaison, Visa Services, Bureau of Consular Affairs, Department of State [1990, 1991]",South America country or capital in name authority entry,1,"Walsh, James D.","Potential abbreviated-name collision; inspect mention rows before attribution.",no,0,0,0,0,0,,,,,,,,"james p walsh; james walsh; walsh james p","Walsh, James P., Consul, U.S. Embassy in Montevideo [1989, 1990]; Office of Field Support Liaison, Visa Services, Bureau of Consular Affairs, Department of State [1990, 1991]",walsh-james-p
"Waters, Gerald","Public Affairs Officer, U.S. Embassy in Quito [1989]; Public Affairs Officer, U.S. Embassy in Bridgetown [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"gerald waters; waters gerald","Waters, Gerald, Public Affairs Officer, U.S. Embassy in Quito [1989]; Public Affairs Officer, U.S. Embassy in Bridgetown [1991, 1992]",waters-gerald
"Watson, Alexander F.","U.S. Ambassador to Peru until August 9, 1989; Deputy U.S. Representative, U.S. Mission to the United Nations from 1989 until 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"alexander f watson; alexander watson; watson alexander f","Watson, Alexander F., U.S. Ambassador to Peru until August 9, 1989; Deputy U.S. Representative, U.S. Mission to the United Nations from 1989 until 1992",watson-alexander-f
"Weiner, James A.","Executive Director, Bureau of Intelligence and Research, Department of State [1990, 1991]; Administrative Counselor, U.S. Embassy in Bogota [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"james a weiner; james weiner; weiner james a","Weiner, James A., Executive Director, Bureau of Intelligence and Research, Department of State [1990, 1991]; Administrative Counselor, U.S. Embassy in Bogota [1992]",weiner-james-a
"Welter, Daniel R.","Consul, U.S. Embassy in Caracas [1989-1991]; Consul, U.S. Embassy in Ottawa [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"daniel r welter; daniel welter; welter daniel r","Welter, Daniel R., Consul, U.S. Embassy in Caracas [1989-1991]; Consul, U.S. Embassy in Ottawa [1991, 1992]",welter-daniel-r
"Westmoreland, Margaret","Public Affairs Officer, U.S. Embassy in Paramaribo [1989]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"margaret westmoreland; westmoreland margaret","Westmoreland, Margaret, Public Affairs Officer, U.S. Embassy in Paramaribo [1989]",westmoreland-margaret
"White, Alfred J.","Economic Counselor, U.S. Embassy in Caracas [1989, 1990]; Director, Commercial, Legislative and Public Affairs, Bureau of Economic and Business Affairs, Department of State [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"alfred j white; alfred white; white alfred j","White, Alfred J., Economic Counselor, U.S. Embassy in Caracas [1989, 1990]; Director, Commercial, Legislative and Public Affairs, Bureau of Economic and Business Affairs, Department of State [1991, 1992]",white-alfred-j
"Whitman, Gerald J.","Science Attache, U.S. Embassy in Rome [1989]; Director, Office of Advanced Technology, (Science and Technology Affairs), Bureau of Oceans and International Environmental and Scientific Affairs, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Montevideo [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"gerald j whitman; gerald whitman; whitman gerald j","Whitman, Gerald J., Science Attache, U.S. Embassy in Rome [1989]; Director, Office of Advanced Technology, (Science and Technology Affairs), Bureau of Oceans and International Environmental and Scientific Affairs, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Montevideo [1991, 1992]",whitman-gerald-j
"Wilkey, Malcom R.","U.S. Ambassador to Uruguay until May 10, 1990",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"malcom r wilkey; malcom wilkey; wilkey malcom r","Wilkey, Malcom R., U.S. Ambassador to Uruguay until May 10, 1990",wilkey-malcom-r
"Williams, John S.","Public Affairs Officer, U.S. Embassy in La Paz [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"john s williams; john williams; williams john s","Williams, John S., Public Affairs Officer, U.S. Embassy in La Paz [1992]",williams-john-s
"Williams, Nicholas M.","Consul, U.S. Embassy in Georgetown [1989-1991]; Director, Consular Training, School of Professional Studies, Foreign Service Institute, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"nicholas m williams; nicholas williams; williams nicholas m","Williams, Nicholas M., Consul, U.S. Embassy in Georgetown [1989-1991]; Director, Consular Training, School of Professional Studies, Foreign Service Institute, Department of State [1992]",williams-nicholas-m
"Wiznitzer, Mark","Chief, Security Enforcement and Licensing Division, Office of COCOM Affairs, (International Trade Controls), Bureau of Economic and Business Affairs, Department of State [1989, 1990]; Political Counselor, U.S. Embassy in Quito [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"mark wiznitzer; wiznitzer mark","Wiznitzer, Mark, Chief, Security Enforcement and Licensing Division, Office of COCOM Affairs, (International Trade Controls), Bureau of Economic and Business Affairs, Department of State [1989, 1990]; Political Counselor, U.S. Embassy in Quito [1991, 1992]",wiznitzer-mark
"Wolffe, Alejandro D.","Special Assistant, Office of the Under Secretary of State for Political Affairs [1990, 1991]; Political Counselor, U.S. Embassy in Santiago [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"alejandro d wolffe; alejandro wolffe; wolffe alejandro d","Wolffe, Alejandro D., Special Assistant, Office of the Under Secretary of State for Political Affairs [1990, 1991]; Political Counselor, U.S. Embassy in Santiago [1991, 1992]",wolffe-alejandro-d
"Yonker, David S.","Commercial Counselor, U.S. Embassy in Buenos Aires [1989]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"david s yonker; david yonker; yonker david s","Yonker, David S., Commercial Counselor, U.S. Embassy in Buenos Aires [1989]",yonker-david-s
"Young, Virginia C.","Consul, U.S. Embassy in Bucharest [1989-1991]; Consul, U.S. Embassy in Lima [1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"virginia c young; virginia young; young virginia c","Young, Virginia C., Consul, U.S. Embassy in Bucharest [1989-1991]; Consul, U.S. Embassy in Lima [1991]",young-virginia-c
"Zoellick, Robert Bruce","Counselor of the Department of State from March 2, 1989, until March 23, 1992; Undersecretary of State for Economic and Agricultural Affairs from May 20, 1991, until August 23, 1992; White House Deputy Chief of Staff from August 23, 1992, until January 20, 1993","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,3,0,3,0,0,"Brazil; Venezuela",,,,"February 25, 1989 - High - President's Meeting with President; April 14, 1989 - High - Political Instability in Venezuela; April 14, 1989 - High - Political Instability in Venezuela",,,"robert bruce zoellick; robert zoellick; zoellick robert bruce","Zoellick, Robert Bruce, Counselor of the Department of State from March 2, 1989, until March 23, 1992; Undersecretary of State for Economic and Agricultural Affairs from May 20, 1991, until August 23, 1992; White House Deputy Chief of Staff from August 23, 1992, until January 20, 1993",zoellick-robert-bruce
"Zuckerman, Stanley A.","Public Affairs Officer, U.S. Embassy in Brasilia [1989]; Director, Office of American Republics Affairs, United States Information Agency (1989-1991); Coordinator, Foreign Information Policy, Office of the Under Secretary of State for Political Affairs [1992]","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,1,0,1,0,0,"Bolivia; Colombia; Peru",,,,"December 4, 1989 - High - Proposed U.S.-Andean Public Awareness",,,"stanley a zuckerman; stanley zuckerman; zuckerman stanley a","Zuckerman, Stanley A., Public Affairs Officer, U.S. Embassy in Brasilia [1989]; Director, Office of American Republics Affairs, United States Information Agency (1989-1991); Coordinator, Foreign Information Policy, Office of the Under Secretary of State for Political Affairs [1992]",zuckerman-stanley-a
